fpr,tpr
0.0,0.0
1.560378859987205e-05,0.0
7.801894299936025e-05,0.0
7.801894299936025e-05,0.00017943656917279743
9.362273159923229e-05,0.00017943656917279743
9.362273159923229e-05,0.0005383097075183922
0.00010922652019910435,0.0005383097075183922
0.00010922652019910435,0.0007177462766911897
0.00014043409739884844,0.0007177462766911897
0.00014043409739884844,0.0010766194150367845
0.0001560378859987205,0.0010766194150367845
0.0001560378859987205,0.001256055984209582
0.00017164167459859253,0.001256055984209582
0.00017164167459859253,0.0016149291225551767
0.00020284925179833664,0.0016149291225551767
0.00020284925179833664,0.0019738022609007717
0.000312075771997441,0.0019738022609007717
0.000312075771997441,0.002153238830073569
0.00034328334919718506,0.002153238830073569
0.00034328334919718506,0.002332675399246366
0.00039009471499680125,0.002332675399246366
0.00039009471499680125,0.002691548537591961
0.0004056985035966733,0.002691548537591961
0.0004056985035966733,0.002870985106764759
0.0004213022921965453,0.002870985106764759
0.0004213022921965453,0.003409294814283151
0.0004369060807964174,0.003409294814283151
0.0004369060807964174,0.0035887313834559484
0.0004525098693962894,0.0035887313834559484
0.0004525098693962894,0.004485914229319935
0.00048371744659603353,0.004485914229319935
0.00048371744659603353,0.005383097075183922
0.0004993212351959056,0.005383097075183922
0.0004993212351959056,0.00556253364435672
0.0005617363895953938,0.00556253364435672
0.0005617363895953938,0.005741970213529518
0.0005929439667951378,0.005741970213529518
0.0005929439667951378,0.005921406782702315
0.000624151543994882,0.005921406782702315
0.000624151543994882,0.006100843351875112
0.0006553591211946261,0.006100843351875112
0.0006553591211946261,0.0062802799210479095
0.0007645856413937304,0.0062802799210479095
0.0007645856413937304,0.006459716490220707
0.0007801894299936025,0.006459716490220707
0.0007801894299936025,0.006639153059393504
0.0008270007957932186,0.006639153059393504
0.0008270007957932186,0.007177462766911897
0.0008738121615928348,0.007177462766911897
0.0008738121615928348,0.007356899336084694
0.0009206235273924509,0.007356899336084694
0.0009206235273924509,0.007536335905257491
0.000951831104592195,0.007536335905257491
0.000951831104592195,0.0077157724744302885
0.0010922652019910435,0.0077157724744302885
0.0010922652019910435,0.007895209043603087
0.0011546803563905316,0.007895209043603087
0.0011546803563905316,0.008254082181948681
0.0012014917221901478,0.008254082181948681
0.0012014917221901478,0.00897182845863987
0.0012170955107900197,0.00897182845863987
0.0012170955107900197,0.009330701596985465
0.001248303087989764,0.009330701596985465
0.001248303087989764,0.009510138166158264
0.0013263220309891242,0.009510138166158264
0.0013263220309891242,0.010227884442849453
0.0013419258195889962,0.010227884442849453
0.0013419258195889962,0.01040732101202225
0.0014043409739884845,0.01040732101202225
0.0014199447625883564,0.010586757581195047
0.0014355485511882286,0.010586757581195047
0.0014355485511882286,0.010766194150367845
0.0014667561283879726,0.010766194150367845
0.0014667561283879726,0.010945630719540642
0.0014979637055877167,0.010945630719540642
0.0014979637055877167,0.01112506728871344
0.0015291712827874607,0.01112506728871344
0.0015291712827874607,0.011304503857886236
0.001591586437186949,0.011304503857886236
0.001591586437186949,0.011483940427059035
0.001607190225786821,0.011483940427059035
