Feature,Importance
year,0.13090931770157674
hour,0.058531428862003555
day_of_week,0.015128171180159553
season_vec,0.0003312185506961834
unified_alarm_level,0.0003204031506867565
incident_category_vec,0.00015534572617578474
location_area_vec,3.948913036454517e-05
unified_call_source_vec,1.0145353202642806e-05
month,0.0
