fpr,tpr
0.0,0.0
0.0,3.895597974289053e-05
6.389980510559443e-06,7.791195948578106e-05
6.389980510559443e-06,0.00011686793922867161
1.916994153167833e-05,0.00015582391897156213
2.555992204223777e-05,0.00015582391897156213
2.555992204223777e-05,0.00019477989871445267
3.194990255279721e-05,0.00019477989871445267
3.194990255279721e-05,0.00027269185820023373
3.194990255279721e-05,0.00046747175691468643
4.47298635739161e-05,0.00046747175691468643
4.47298635739161e-05,0.0005064277366575769
5.750982459503498e-05,0.0005064277366575769
5.750982459503498e-05,0.000584339696143358
6.389980510559442e-05,0.000584339696143358
0.004760535480366785,0.020646669263731984
0.005750982459503499,0.02477600311647838
0.006798939263235247,0.028710557070510324
0.007163168152337135,0.02991819244253993
0.007175948113358254,0.02999610440202571
0.0071887280743793735,0.02999610440202571
0.008428384293427906,0.03393065835605766
0.008466724176491261,0.034086482275029216
0.008473114157001822,0.034086482275029216
0.008786223202019234,0.034592910011686795
0.008837343046103709,0.03470977795091547
0.00917601201316336,0.03548889754577328
0.009195181954695038,0.035605765485001946
0.010045049362599444,0.03856641994546163
0.01008977922617336,0.03876119984417608
0.010121729128726158,0.03883911180366186
0.010128119109236717,0.03887806778340475
0.011048276302757277,0.04191663420335021
0.011144126010415669,0.04234514998052201
0.011169685932457906,0.04242306194000779
0.011201635835010703,0.04246201791975068
0.013329499345026998,0.04900662251655629
0.013348669286558677,0.04908453447604207
0.013457298955238187,0.04947409427347098
0.01354036870187546,0.04959096221269965
0.01385986772740343,0.050097389949357224
0.013898207610466787,0.050097389949357224
0.014722515096328955,0.0530970003895598
0.014805584842966228,0.05325282430853136
0.014811974823476789,0.05336969224776003
0.015073964024409725,0.0539150759641605
0.01514425381002588,0.05407089988313206
0.015150643790536438,0.05414881184261784
0.01524649349819483,0.054499415660303856
0.015425412952490496,0.05512271133619011
0.015521262660148886,0.05543435917413323
0.027598325825106233,0.0819244253992988
0.02761749576663791,0.08200233735878458
0.027623885747148472,0.08200233735878458
0.027911434870123646,0.08301519283209972
0.0279817246557398,0.08324892871055707
0.0291319211476405,0.08652123100895988
0.029170261030703856,0.08659914296844566
0.029189430972235534,0.08667705492793144
0.029208600913767212,0.08671601090767433
0.029298060640915044,0.08687183482664589
0.029349180484999522,0.08691079080638878
0.029374740407041758,0.08691079080638878
0.03382216684239113,0.1003895597974289
0.042046071759481135,0.11943903389170238
0.042231381194287355,0.11986754966887417
0.04223777117479792,0.11990650564861706
0.04237196076551966,0.12006232956758862
0.04403335569826512,0.12423061940007792
0.044896003067190646,0.12668484612388
0.04602063963704911,0.12894429294896767
0.04610370938368638,0.12894429294896767
0.04742643534937219,0.13155434359174134
0.048365762484424424,0.13404752629528632
0.048710821431994636,0.13474873393065837
0.04895364069139589,0.13544994156603038
0.04926035975590275,0.13607323724191664
0.049298699638966104,0.13615114920140242
0.05443624396945589,0.14846123880015583
0.054564043579667085,0.14869497467861317
0.05459599348221988,0.14881184261784183
0.05460238346273044,0.14881184261784183
0.05462155340426212,0.14888975457732762
0.0820856896386466,0.20335021425788857
0.08408575353845171,0.20697312037397742
0.08411131346049394,0.2070120763537203
0.08440525256397968,0.20779119594857812
0.08642448640531647,0.21203739774055316
0.0864500463273587,0.21203739774055316
0.08650755615195374,0.21219322165952473
0.08674398543084444,0.21246591351772498
0.08712099428096744,0.21324503311258278
0.08714016422249912,0.21328398909232568
0.09147896098916898,0.22045188936501753
0.09232882839707339,0.22212699649396184
0.09236077829962619,0.2222438644331905
0.09241828812422122,0.22236073237241916
0.09244384804626346,0.22236073237241916
0.09324259561008338,0.22325671990650564
0.09345346496693185,0.22372419166342034
0.09345346496693185,0.2237631476431632
0.09410524297900891,0.22536034281262174
0.0942010926866673,0.2255161667315933
0.09439279210198409,0.22582781456953643
0.09451420173168472,0.2259446825087651
0.09487204064027605,0.22691858200233736
0.09615003674238794,0.22832099727308142
0.09623949646953577,0.22847682119205298
0.09626505639157801,0.22847682119205298
0.09627144637208856,0.22851577717179586
0.09837374996006262,0.2325671990650565
0.09853988945333716,0.23303467082197118
0.09855905939486885,0.23303467082197118
0.09963257612064283,0.23513829372808726
0.09967730598421674,0.23521620568757304
0.0996836959647273,0.23529411764705882
0.0997156458672801,0.2353720296065446
0.09977315569187514,0.2353720296065446
0.09980510559442794,0.23544994156603039
0.09980510559442794,0.23548889754577326
0.10063580306080067,0.23696922477600313
0.10066136298284291,0.23696922477600313
0.10084028243713856,0.23720296065446045
0.10103198185245535,0.23731982859368914
0.10105754177449759,0.237358784573432
0.10147289050768395,0.23805999220880406
0.10241860762324675,0.23957927541877677
0.10315345538196108,0.24102064666926373
0.10324291510910892,0.24121542656797818
0.10350490431004185,0.2416049863654071
0.10351768427106298,0.2416049863654071
0.10581807725486438,0.24620179197506817
0.10582446723537493,0.24624074795481107
0.10583085721588549,0.24624074795481107
0.11300041534873319,0.2600701207635372
0.1131090450174127,0.2603817686014803
0.11662992427873095,0.2663809894818855
0.11664909422026262,0.26641994546162834
0.11666187418128375,0.26641994546162834
0.1266621936803093,0.2863654070899883
0.126738873446436,0.2864433190494741
0.12675165340745712,0.28648227502921697
0.12807437937314292,0.28870276587456173
0.1281574491197802,0.28881963381379044
0.1281702290808013,0.28881963381379044
0.12831719863254418,0.28909232567199067
0.1283299785935653,0.2891312816517335
0.12865586759960382,0.2896377093883911
0.12872615738521997,0.28991040124659134
0.12902009648870572,0.2905336969224776
0.13010639317550082,0.29275418776782236
0.13011278315601138,0.29275418776782236
0.13148662896578164,0.29505259057265293
0.13160803859548229,0.29520841449162444
0.1316208185565034,0.29520841449162444
0.13167193840058788,0.29528632645111025
0.13170388830314067,0.29532528243085315
0.13225342662704878,0.2966497857421114
0.13256014569155564,0.2972730814179977
0.13271350522380906,0.2975457732761979
0.13316080385954823,0.29851967276977015
0.13375507204703024,0.2998052201012856
0.13392760152081537,0.3000389559797429
0.1339659414038787,0.30011686793922865
0.13397872136489983,0.30011686793922865
0.13397872136489983,0.30015582391897155
0.13433656027349117,0.3011686793922867
0.13547397680437076,0.3033502142578886
0.13549314674590243,0.3033502142578886
0.13563372631713475,0.30346708219711727
0.1357359660053037,0.30362290611608883
0.13577430588836703,0.30385664199454615
0.13594044538164157,0.3042462017919751
0.1360171251477683,0.30440202571094666
0.1361896546215534,0.30510323334631867
0.1361896546215534,0.3051421893260616
0.1362982842902329,0.30529801324503314
0.136413303939423,0.305336969224776
0.14437521965558006,0.31706271912738604
0.15548100578293236,0.33338527463965717
0.1555257356465063,0.3336969224776003
0.15578133486692866,0.3344370860927152
0.1558068947889709,0.3344370860927152
0.17596089331927536,0.3725360342812622
0.17608869292948656,0.3727308141799766
0.17617176267612383,0.3727697701597195
0.1876609476341097,0.39442929489676665
0.18817214607495447,0.3952473704713674
0.18818492603597559,0.3952473704713674
0.18823604588006007,0.39532528243085313
0.1902488897408863,0.39859758472925594
0.19061311862998817,0.39910401246591354
0.19102846736317455,0.3998831320607713
0.19108597718776957,0.40003895597974287
0.19221061375762805,0.40186988702765875
0.1922170037381386,0.40186988702765875
0.19223617367967027,0.4019867549668874
0.19240870315345537,0.40210362290611606
0.1924406530560082,0.40214257888585897
0.1927984919645995,0.40261005064277366
0.1928751717307262,0.4027269185820023
0.19313716093165917,0.4028827425009739
0.19325218058084923,0.40303856641994545
0.19355250966484552,0.4036229061160888
0.19356528962586664,0.4036229061160888
0.19357806958688775,0.4037008180755746
0.19376976900220455,0.4040903778730035
0.19381449886577845,0.4041293338527464
0.193820888846289,0.4041293338527464
0.19385283874884182,0.40424620179197507
0.1956356433112879,0.4070120763537203
0.1956675932138407,0.4070510323334632
0.1957953928240519,0.4073237241916634
0.19595514233681588,0.40763537202960654
0.19596153231732644,0.40763537202960654
0.19761014728905077,0.4098948188546942
0.20504808460334195,0.42025710946630307
0.20528451388223265,0.4208414491624464
0.20536119364835936,0.42088040514218933
0.20536758362886992,0.42088040514218933
0.20949551103869132,0.42808726139462405
0.20951468098022302,0.42808726139462405
0.21713153774880986,0.4394624074795481
0.21715709767085212,0.43950136345929103
0.21716348765136267,0.4395792754187768
0.21718265759289435,0.4395792754187768
0.21744464679382727,0.44000779119594857
0.21788555544905588,0.440553174912349
0.21942554075210072,0.44417608102843786
0.21973225981660757,0.4445266848461239
0.22025623821847343,0.4456564082586677
0.22033291798460014,0.4459291001168679
0.22034569794562125,0.4459291001168679
0.2218409533850922,0.4484222828204129
0.22352790823987986,0.45111024542267236
0.22372599763570722,0.45130502532138683
0.22373877759672833,0.4514218932606155
0.22449279529697436,0.45227892481495907
0.22451196523850603,0.452317880794702
0.22451835521901659,0.4523568367744449
0.2245311351800377,0.4523568367744449
0.22453752516054826,0.4523957927541878
0.22472922457586506,0.45274639657187377
0.22523403303619924,0.4534865601869887
0.2253171027828365,0.4535644721464745
0.22745135627336335,0.45551227113361903
0.22781558516246525,0.45617452278924814
0.227949774753187,0.4563693026879626
0.22910636122559827,0.4577327619789638
0.22918304099172498,0.45777171795870664
0.22924694079683056,0.45777171795870664
0.22928528067989393,0.45781067393844954
0.22933001054346785,0.45784962991819245
0.2293364005239784,0.4579664978574211
0.22936196044602064,0.458005453837164
0.22945781015367903,0.45812232177639267
0.22946420013418958,0.45812232177639267
0.23049298699638965,0.4596416049863654
0.23101696539825553,0.4602649006622517
0.23108086520336113,0.4603038566419945
0.2311000351448928,0.46034281262173743
0.23118310489153007,0.4605375925204519
0.2324866609156842,0.4626022594468251
0.23249305089619476,0.4626022594468251
0.23272948017508546,0.46275808336579666
0.23469759417233776,0.4667705492793144
0.23814818364803989,0.471172574990261
0.23815457362855044,0.471172574990261
0.2381737435700821,0.4712504869497468
0.2392280903543244,0.47292559407869106
0.23944534969168343,0.4732372419166342
0.23961787916546853,0.47347097779509156
0.2397520687561903,0.4735878457343202
0.23984152848333812,0.473665757693806
0.23990542828844372,0.4737047136735489
0.2399245982299754,0.4737047136735489
0.23993737819099653,0.4737826256330347
0.24103645483881275,0.4749513050253214
0.24106840474136554,0.4749513050253214
0.24118981437106618,0.47506817296455006
0.24120898431259785,0.47506817296455006
0.24341352758874085,0.4777561355668095
0.24514521230710246,0.4802882742500974
0.24516438224863416,0.4802882742500974
0.2479440237707275,0.4853135956369303
0.24799514361481198,0.485391507596416
0.24812933320553374,0.4856252434748734
0.2481357231860443,0.4856252434748734
0.24836576248442443,0.4858589793533307
0.24853829195820953,0.48620958317101676
0.24859580178280458,0.48620958317101676
0.24861497172433625,0.4862874951305025
0.2486533116073996,0.4863654070899883
0.24921562989232882,0.48757304246201794
0.2497076583916419,0.4881573821581613
0.24971404837215247,0.4881573821581613
0.24976516821623693,0.4881963381379042
0.25078756509792643,0.48963770938839113
0.2508067350394581,0.48963770938839113
0.25081312501996866,0.48967666536813403
0.2512029138311128,0.4901441371250487
0.2512220837726445,0.4901441371250487
0.25122847375315505,0.4901441371250487
0.2512476436946867,0.4901441371250487
0.2524681299722036,0.49150759641604985
0.25250007987475637,0.49154655239579276
0.25262787948496757,0.4917413322945072
0.2526917792900732,0.491819244253993
0.25269816927058375,0.4918582002337359
0.2527045592510943,0.4918582002337359
0.2527173392121154,0.4918582002337359
0.2527365091536471,0.4918582002337359
0.25274289913415765,0.4918971562134788
0.2529345985494744,0.49197506817296455
0.2567302469727467,0.497156213478769
0.256755806894789,0.497156213478769
0.25676219687529955,0.497156213478769
0.2567685868558101,0.4971951694585119
0.2568452666219368,0.49727308141799764
0.25688360650500014,0.49727308141799764
0.25697945621265855,0.49738994935722636
0.2570433560177641,0.49738994935722636
