model,fpr,tpr
Logistic Regression,0.0018850442506150357,0.0034670821971172576
Logistic Regression,0.001891434231125595,0.003506038176860148
Logistic Regression,0.0018978242116361546,0.003506038176860148
Logistic Regression,0.0019169941531678328,0.003506038176860148
Logistic Regression,0.0019297741141889517,0.003506038176860148
Logistic Regression,0.0019361640946995112,0.0035449941566030384
Logistic Regression,0.0019361640946995112,0.003583950136345929
Logistic Regression,0.0019489440557206301,0.0036229061160888195
Logistic Regression,0.0019681139972523086,0.0037397740553174914
Logistic Regression,0.001974503977762868,0.003778730035060382
Logistic Regression,0.0019872839387839866,0.003778730035060382
Logistic Regression,0.0019872839387839866,0.003817686014803272
Logistic Regression,0.0019872839387839866,0.003934553954031944
Logistic Regression,0.0019936739192945464,0.003934553954031944
Logistic Regression,0.002006453880315665,0.003934553954031944
Logistic Regression,0.002006453880315665,0.004012465913517725
Logistic Regression,0.002006453880315665,0.004051421893260615
Logistic Regression,0.0020192338413367837,0.004051421893260615
Logistic Regression,0.0020256238218473435,0.004051421893260615
Logistic Regression,0.002038403782868462,0.004051421893260615
Logistic Regression,0.0020447937633790215,0.004051421893260615
Logistic Regression,0.0020575737244001406,0.004051421893260615
Logistic Regression,0.0020639637049107,0.004051421893260615
Logistic Regression,0.0020639637049107,0.004090377873003506
Logistic Regression,0.0020703536854212593,0.004129333852746397
Logistic Regression,0.002076743665931819,0.004129333852746397
Logistic Regression,0.0020831336464423784,0.004207245812232177
Logistic Regression,0.0020831336464423784,0.004246201791975068
Logistic Regression,0.0020895236269529377,0.004324113751460849
Logistic Regression,0.002095913607463497,0.004324113751460849
Logistic Regression,0.0021150835489951755,0.00444098169068952
Logistic Regression,0.0021150835489951755,0.004479937670432412
Logistic Regression,0.0021150835489951755,0.004557849629918192
Logistic Regression,0.002121473529505735,0.004557849629918192
Logistic Regression,0.002121473529505735,0.004635761589403974
Logistic Regression,0.0021278635100162946,0.004752629528632645
Logistic Regression,0.002134253490526854,0.004752629528632645
Logistic Regression,0.0021406434710374133,0.004869497467861317
Logistic Regression,0.0021406434710374133,0.004947409427347098
Logistic Regression,0.0021470334515479726,0.004947409427347098
Logistic Regression,0.00217898335410077,0.004947409427347098
Logistic Regression,0.002191763315121889,0.005025321386832879
Logistic Regression,0.002198153295632448,0.00506427736657577
Logistic Regression,0.002198153295632448,0.00510323334631866
Logistic Regression,0.002204543276143008,0.00510323334631866
Logistic Regression,0.0022301031981852453,0.00510323334631866
Logistic Regression,0.0022301031981852453,0.005181145305804441
Logistic Regression,0.002255663120227483,0.005220101285547332
Logistic Regression,0.0022748330617591616,0.005259057265290222
Logistic Regression,0.002281223042269721,0.005298013245033113
Logistic Regression,0.0023131729448225185,0.005375925204518893
Logistic Regression,0.002325952905843637,0.005375925204518893
Logistic Regression,0.002364292788906994,0.005453837164004675
Logistic Regression,0.0023706827694175534,0.005492793143747565
Logistic Regression,0.002396242691459791,0.005570705103233346
Logistic Regression,0.0024026326719703505,0.005570705103233346
Logistic Regression,0.002421802613502029,0.005609661082976237
Logistic Regression,0.0024281925940125883,0.005609661082976237
Logistic Regression,0.0024473625355442667,0.005609661082976237
Logistic Regression,0.0024473625355442667,0.0056486170627191275
Logistic Regression,0.0024665324770759447,0.005687573042462018
Logistic Regression,0.0024665324770759447,0.005726529022204908
Logistic Regression,0.0024920923991181825,0.00584339696143358
Logistic Regression,0.0025048723601393016,0.005921308920919361
Logistic Regression,0.0025048723601393016,0.005960264900662252
Logistic Regression,0.0025176523211604203,0.0059992208804051424
Logistic Regression,0.0025304322821815394,0.0059992208804051424
Logistic Regression,0.002543212243202658,0.006077132839890923
Logistic Regression,0.002549602223713218,0.0061160888196338135
Logistic Regression,0.002555992204223777,0.0061160888196338135
Logistic Regression,0.002568772165244896,0.0061160888196338135
Logistic Regression,0.0025943320872871337,0.006194000779119595
Logistic Regression,0.0026007220677976934,0.0062329567588624854
Logistic Regression,0.0026326719703504906,0.006271912738605376
Logistic Regression,0.00263906195086105,0.006271912738605376
Logistic Regression,0.0026582318923927283,0.006310868718348266
Logistic Regression,0.002683791814434966,0.006310868718348266
Logistic Regression,0.002696571775456085,0.006310868718348266
Logistic Regression,0.0027157417169877632,0.006310868718348266
Logistic Regression,0.002728521678008882,0.006310868718348266
Logistic Regression,0.002741301639030001,0.006349824698091157
Logistic Regression,0.0027540816000511197,0.006427736657576938
Logistic Regression,0.0027924214831144766,0.006427736657576938
