calls_past_30min,calls_past_60min,day_of_week_2,day_of_week_7,day_of_week_3,day_of_week_1,day_of_week_4,day_of_week_5,season_fall,season_spring,season_winter,incident_category_Other / Assistance,incident_category_Hazardous / Utility,incident_category_False Alarm / No Action,incident_category_Rescue / Entrapment,incident_category_Fire – Structural,incident_category_Fire – Non-Structural,unified_alarm_level_2,time_bin_Evening,time_bin_Morning,time_bin_Night
42.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
