model_name,fpr,tpr
Logistic Regression,0.007408657885750899,0.01221549627396281
Logistic Regression,0.007413773478974273,0.012238808289752814
Logistic Regression,0.007418889072197646,0.012246578961682816
Logistic Regression,0.0074303991569502365,0.012254349633612818
Logistic Regression,0.007445745936620358,0.01226212030554282
Logistic Regression,0.007457256021372948,0.012277661649402824
Logistic Regression,0.0074674872078196956,0.012293202993262827
Logistic Regression,0.007471323902737226,0.01230097366519283
Logistic Regression,0.007482833987489817,0.012308744337122831
Logistic Regression,0.007491786275630721,0.012316515009052833
Logistic Regression,0.007504575258689155,0.012339827024842839
Logistic Regression,0.007512248648524215,0.012339827024842839
Logistic Regression,0.0075224798349709625,0.012363139040632843
Logistic Regression,0.0075275954281943365,0.012378680384492847
Logistic Regression,0.007537826614641084,0.01239422172835285
Logistic Regression,0.007545500004476144,0.012409763072212854
Logistic Regression,0.007553173394311204,0.01243307508800286
Logistic Regression,0.007571077970593012,0.012464157775722866
Logistic Regression,0.007576193563816386,0.012471928447652868
Logistic Regression,0.007583866953651447,0.01247969911958287
Logistic Regression,0.007587703648568977,0.01247969911958287
Logistic Regression,0.007594098140098194,0.012487469791512872
Logistic Regression,0.007596655936709881,0.012503011135372876
Logistic Regression,0.007604329326544941,0.01251855247923288
Logistic Regression,0.007608166021462471,0.012534093823092883
Logistic Regression,0.007617118309603375,0.012549635166952887
Logistic Regression,0.007623512801132592,0.012549635166952887
Logistic Regression,0.007627349496050122,0.012572947182742891
Logistic Regression,0.0076375806824968695,0.012572947182742891
Logistic Regression,0.0076465329706377734,0.012572947182742891
Logistic Regression,0.007658043055390365,0.012580717854672893
Logistic Regression,0.007665716445225425,0.012580717854672893
Logistic Regression,0.007672110936754642,0.012588488526602895
Logistic Regression,0.007682342123201389,0.012596259198532897
Logistic Regression,0.007691294411342293,0.012619571214322903
Logistic Regression,0.007700246699483197,0.012619571214322903
Logistic Regression,0.007713035682541632,0.012627341886252905
Logistic Regression,0.007723266868988379,0.012642883230112908
Logistic Regression,0.007733498055435126,0.012666195245902913
Logistic Regression,0.007747565936799403,0.012673965917832914
Logistic Regression,0.007752681530022777,0.012681736589762916
Logistic Regression,0.007760354919857838,0.012689507261692918
Logistic Regression,0.0077667494113870545,0.012712819277482924
Logistic Regression,0.0077718650046104286,0.012728360621342928
Logistic Regression,0.0077808172927513325,0.012728360621342928
Logistic Regression,0.007787211784280549,0.01273613129327293
Logistic Regression,0.007806395258868201,0.012743901965202932
Logistic Regression,0.007815347547009105,0.012751672637132934
Logistic Regression,0.007821742038538321,0.012759443309062935
Logistic Regression,0.007829415428373381,0.012767213980992936
Logistic Regression,0.0078358099199026,0.01278275532485294
Logistic Regression,0.00784348330973766,0.012790525996782941
Logistic Regression,0.007848598902961034,0.012806067340642945
Logistic Regression,0.007856272292796094,0.012806067340642945
Logistic Regression,0.007863945682631154,0.012813838012572947
Logistic Regression,0.007876734665689588,0.012813838012572947
Logistic Regression,0.007881850258912962,0.012829379356432951
Logistic Regression,0.007884408055524648,0.012829379356432951
Logistic Regression,0.00789591814027724,0.012860462044152959
Logistic Regression,0.0079035915301123,0.012868232716082959
Logistic Regression,0.007916380513170734,0.012883774059942963
Logistic Regression,0.007929169496229169,0.012899315403802966
Logistic Regression,0.007935563987758385,0.01291485674766297
Logistic Regression,0.007945795174205133,0.012930398091522974
Logistic Regression,0.007961141953875255,0.012938168763452976
Logistic Regression,0.007970094242016158,0.012945939435382978
Logistic Regression,0.007982883225074592,0.012945939435382978
Logistic Regression,0.007989277716603809,0.01295371010731298
Logistic Regression,0.007999508903050557,0.012969251451172984
Logistic Regression,0.00801229788610899,0.012992563466962988
Logistic Regression,0.008022529072555738,0.013008104810822992
Logistic Regression,0.008027644665779111,0.013008104810822992
Logistic Regression,0.008039154750531703,0.013015875482752993
Logistic Regression,0.008049385936978449,0.013015875482752993
Logistic Regression,0.008058338225119354,0.013023646154682995
Logistic Regression,0.0080685694115661,0.013031416826612997
Logistic Regression,0.008080079496318691,0.013039187498543
Logistic Regression,0.008085195089542065,0.013046958170473001
Logistic Regression,0.0080979840726005,0.013062499514333005
Logistic Regression,0.008112051953964777,0.013078040858193007
Logistic Regression,0.00812484093702321,0.013078040858193007
Logistic Regression,0.008133793225164115,0.013078040858193007
Logistic Regression,0.008144024411610861,0.013085811530123009
Logistic Regression,0.00815041890314008,0.013101352873983013
Logistic Regression,0.008155534496363453,0.013109123545913015
Logistic Regression,0.008163207886198513,0.01313243556170302
Logistic Regression,0.008175996869256947,0.013147976905563024
Logistic Regression,0.008191343648927069,0.01317128892135303
Logistic Regression,0.008200295937067972,0.013179059593283032
Logistic Regression,0.008205411530291347,0.013186830265213032
Logistic Regression,0.008213084920126406,0.013202371609073036
Logistic Regression,0.008219479411655623,0.013202371609073036
Logistic Regression,0.008225873903184841,0.013210142281003038
Logistic Regression,0.008232268394714057,0.013225683624863042
Logistic Regression,0.008236105089631587,0.013225683624863042
Logistic Regression,0.00824122068285496,0.013233454296793044
Logistic Regression,0.008251451869301709,0.01325676631258305
Logistic Regression,0.008261683055748457,0.01325676631258305
Logistic Regression,0.008269356445583517,0.013272307656443053
Logistic Regression,0.008277029835418576,0.013295619672233057
Logistic Regression,0.008285982123559481,0.013295619672233057
Logistic Regression,0.008292376615088698,0.013311161016093061
Logistic Regression,0.008301328903229602,0.013318931688023063
Logistic Regression,0.008310281191370505,0.013318931688023063
Logistic Regression,0.008312838987982192,0.013334473031883067
Logistic Regression,0.008321791276123097,0.013342243703813069
Logistic Regression,0.008329464665958157,0.013357785047673073
Logistic Regression,0.008332022462569843,0.013357785047673073
Logistic Regression,0.008339695852404905,0.013373326391533076
Logistic Regression,0.008342253649016591,0.013373326391533076
Logistic Regression,0.008349927038851651,0.013373326391533076
Logistic Regression,0.008362716021910086,0.013373326391533076
Logistic Regression,0.008365273818521772,0.013373326391533076
Logistic Regression,0.008369110513439302,0.01339663840732308
Logistic Regression,0.008376783903274364,0.013404409079253082
Logistic Regression,0.00838317839480358,0.013404409079253082
Logistic Regression,0.008395967377862015,0.013412179751183084
Logistic Regression,0.008403640767697075,0.013419950423113086
Logistic Regression,0.008413871954143823,0.01343549176697309
Logistic Regression,0.00841642975075551,0.013451033110833094
Logistic Regression,0.008421545343978883,0.013466574454693098
Logistic Regression,0.008433055428731474,0.013466574454693098
Logistic Regression,0.008436892123649004,0.013482115798553101
Logistic Regression,0.008448402208401595,0.013482115798553101
Logistic Regression,0.008456075598236655,0.013505427814343106
Logistic Regression,0.008461191191460028,0.013513198486273107
Logistic Regression,0.008466306784683403,0.013513198486273107
Logistic Regression,0.00846886458129509,0.013528739830133111
Logistic Regression,0.008479095767741836,0.013528739830133111
Logistic Regression,0.008490605852494428,0.013552051845923117
Logistic Regression,0.00849955814063533,0.01356759318978312
Logistic Regression,0.008504673733858705,0.013575363861713123
Logistic Regression,0.008511068225387922,0.013575363861713123
Logistic Regression,0.008518741615222982,0.013575363861713123
Logistic Regression,0.008530251699975573,0.013598675877503128
Logistic Regression,0.008535367293198946,0.013606446549433129
Logistic Regression,0.008541761784728165,0.01361421722136313
Logistic Regression,0.008549435174563224,0.01361421722136313
