train_city,test_city,model_name,auc_roc,auc_pr,accuracy,f1,test_positive_rate,run_ts
Toronto,NYC,Naive Majority Class,0.5,0.1413214409649774,0.1413214409649774,0.2476452923647721,0.1413214409649774,2026-03-18 01:08:38.820593
Toronto,NYC,Logistic Regression,0.5029593025603919,0.1487078100043288,0.14132473545264065,0.24764455939405136,0.1413214409649774,2026-03-18 01:08:38.820593
Toronto,NYC,Random Forest,0.48587516887846083,0.13751934909780675,0.43234879399788273,0.20550433897825746,0.1413214409649774,2026-03-18 01:08:38.820593
Toronto,NYC,GBT Classifier,0.547098227447448,0.16539110135613694,0.2902926822840024,0.2510233314945044,0.1413214409649774,2026-03-18 01:08:38.820593
