Feature,Importance
location_area_idx,0.5199288640623889
hour,0.10685074190045422
calls_past_60min,0.08867331965784256
incident_category_idx,0.08681006210961151
unified_call_source_idx,0.08573337068747529
calls_past_30min,0.047775828144097345
day_of_week,0.0287052210285133
season_idx,0.016488430195624026
month,0.014143733095643079
year,0.004000871479436353
unified_alarm_level,0.0008895576389134733
