Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy
Logistic Regression,0.7171538134550781,0.1909785672594335,0.8749885810984462,0.9200114843525696,0.8821565359335537,0.9200114843525696
