Model,AUC-ROC,PR-AUC,Precision,Recall,F1-Score,Accuracy
GBT Classifier,0.6969138110939856,0.18471855043420568,0.8883578445645014,0.9201837496411139,0.8827146915200773,0.9201837496411139
