city,feature,feature_value,shap_value
Toronto,hour,2.0,0.34503143910769857
Toronto,hour,5.0,0.18958748274193823
Toronto,hour,5.0,0.22486876463011274
Toronto,hour,7.0,-0.2688889020688916
Toronto,hour,13.0,0.07725317589675232
Toronto,hour,20.0,-0.30863900865153227
Toronto,hour,8.0,-0.18327946078059504
Toronto,hour,2.0,0.39899310886765105
Toronto,hour,14.0,0.07565969566244825
Toronto,hour,21.0,-0.3082987623257431
Toronto,hour,22.0,-0.24372448284753734
Toronto,hour,0.0,0.28165363018596234
Toronto,hour,1.0,0.33680520778724
Toronto,hour,4.0,0.5114419846907462
Toronto,hour,9.0,-0.05019826008364323
Toronto,hour,16.0,0.05122005234857185
Toronto,hour,17.0,0.037796541916283455
Toronto,hour,17.0,0.05553190085429148
Toronto,hour,19.0,-0.24394069083286335
Toronto,hour,19.0,-0.2518201455510648
Toronto,hour,19.0,-0.27314537734483335
Toronto,hour,21.0,-0.31347648658887445
Toronto,hour,23.0,-0.08301426925870653
Toronto,hour,5.0,0.31743000824130974
Toronto,hour,7.0,-0.2359575024233386
Toronto,hour,11.0,0.08483548540602487
Toronto,hour,12.0,0.05725738141243603
Toronto,hour,13.0,0.08325546521352684
Toronto,hour,14.0,0.11307430713071953
Toronto,hour,19.0,-0.29017008907680486
Toronto,hour,1.0,0.39976519185729864
Toronto,hour,4.0,0.34753577008644726
Toronto,hour,10.0,0.12717544691739838
Toronto,hour,11.0,0.14606542751788285
Toronto,hour,12.0,0.09906786062266969
Toronto,hour,14.0,0.11037816071582085
Toronto,hour,15.0,0.08543562343103077
Toronto,hour,18.0,-0.19169431224811967
Toronto,hour,19.0,-0.31483024958731276
Toronto,hour,21.0,-0.3919672264155248
Toronto,hour,23.0,-0.08618529338640564
Toronto,hour,5.0,0.25515710217601095
Toronto,hour,10.0,0.08392404457014059
Toronto,hour,11.0,0.13910796888350527
Toronto,hour,13.0,0.09966764148411082
Toronto,hour,15.0,0.10294447398468107
Toronto,hour,0.0,0.2513718064197819
Toronto,hour,10.0,0.11670299293823821
Toronto,hour,15.0,0.09696490642171522
Toronto,hour,17.0,-0.0024454193194790802
Toronto,hour,17.0,0.03307868034381696
Toronto,hour,2.0,0.4185199205907762
Toronto,hour,6.0,-0.2153046170474902
Toronto,hour,10.0,0.09740926864590392
Toronto,hour,13.0,0.08402946083427974
Toronto,hour,14.0,0.09356849597518824
Toronto,hour,16.0,0.07459810047467669
Toronto,hour,3.0,0.44110395345036785
Toronto,hour,4.0,0.38236497742049924
Toronto,hour,6.0,-0.334672345999156
Toronto,hour,10.0,0.0951355855272948
Toronto,hour,10.0,0.07853748164858804
Toronto,hour,15.0,0.07275828268396672
Toronto,hour,16.0,0.08165736104629111
Toronto,hour,16.0,0.07681078876266415
Toronto,hour,17.0,0.05766217693438614
Toronto,hour,19.0,-0.30179178547842456
Toronto,hour,20.0,-0.2760630385778884
Toronto,hour,20.0,-0.2607846368234678
Toronto,hour,21.0,-0.2861054725006923
Toronto,hour,22.0,-0.19698352407638114
Toronto,hour,10.0,-0.0333177377274904
Toronto,hour,19.0,-0.2319050625831804
Toronto,hour,23.0,-0.08301426925870653
Toronto,hour,10.0,0.11026863803793432
Toronto,hour,13.0,0.07286672768161234
Toronto,hour,15.0,0.07709776077893161
Toronto,hour,16.0,0.05921775789553141
Toronto,hour,18.0,-0.1863184704851054
Toronto,hour,18.0,-0.11256111257772104
Toronto,hour,11.0,0.10001342048333108
Toronto,hour,12.0,0.08868689830576153
Toronto,hour,12.0,0.15208399159783176
Toronto,hour,15.0,0.09247627823765658
Toronto,hour,18.0,-0.19169431224811967
Toronto,hour,4.0,0.1990784893919226
Toronto,hour,7.0,-0.2092826138778364
Toronto,hour,12.0,-0.05249156182799431
Toronto,hour,13.0,-0.045621931423102065
Toronto,hour,18.0,-0.06467363411610087
Toronto,hour,0.0,0.22520748537293445
Toronto,hour,21.0,-0.16388970910424344
Toronto,hour,0.0,0.14503631872164952
Toronto,hour,0.0,0.08863227231515901
Toronto,hour,14.0,0.03923489776661025
Toronto,hour,8.0,-0.09756942180061803
Toronto,hour,16.0,0.09199749289855863
Toronto,hour,4.0,0.22698344888420202
Toronto,hour,17.0,0.06210675532428399
Toronto,hour,21.0,-0.1425620689629433
Toronto,hour,22.0,-0.16271622601107527
Toronto,hour,2.0,0.33613846704504985
Toronto,hour,4.0,0.3242526461665809
Toronto,hour,6.0,0.0667628177342707
Toronto,hour,8.0,-0.11583148181730882
Toronto,hour,10.0,-0.02254843164001378
Toronto,hour,10.0,0.011561611916235818
Toronto,hour,14.0,0.022594401134573817
Toronto,hour,12.0,-0.014522820651749728
Toronto,hour,20.0,-0.14562213697689
Toronto,hour,0.0,0.11346185299296761
Toronto,hour,14.0,0.04058638632721069
Toronto,hour,20.0,-0.1507921739486851
Toronto,hour,21.0,-0.1704627456539645
Toronto,hour,9.0,-0.03511134151280113
Toronto,hour,13.0,-0.010545686408837377
Toronto,hour,19.0,-0.14391298558474602
Toronto,hour,1.0,0.25140392503351655
Toronto,hour,13.0,-0.00345314173003552
Toronto,hour,19.0,-0.07350315529048632
Toronto,hour,5.0,0.1655111502696294
Toronto,hour,7.0,-0.22778723435463108
Toronto,hour,18.0,-0.03632290281592156
Toronto,hour,19.0,-0.12252886518711988
Toronto,hour,20.0,-0.13835349573701416
Toronto,hour,22.0,-0.12502087408692864
Toronto,hour,10.0,-0.02254843164001378
Toronto,hour,18.0,-0.06458654246691677
Toronto,hour,20.0,-0.14431021691492035
Toronto,hour,8.0,-0.11443832182670619
Toronto,hour,18.0,-0.026656155247848423
Toronto,hour,20.0,-0.07625179424700759
Toronto,hour,6.0,-0.0822941913038787
Toronto,hour,19.0,-0.14391298558474602
Toronto,hour,14.0,0.02603811327655069
Toronto,hour,23.0,0.03232151486737875
Toronto,hour,15.0,0.028445749279064857
Toronto,hour,17.0,-0.0040049488286671205
Toronto,hour,20.0,-0.14386272900903516
Toronto,hour,9.0,-0.03449447727186793
Toronto,hour,9.0,-0.02693798936717905
Toronto,hour,2.0,0.23394364846461044
Toronto,hour,13.0,-0.010180868544663152
Toronto,hour,18.0,-0.0379184340414886
Toronto,hour,2.0,0.24038102507314288
Toronto,hour,8.0,-0.12409877440802014
Toronto,hour,13.0,0.01398651928903205
Toronto,hour,13.0,0.014934502471232522
Toronto,hour,19.0,-0.14391298558474602
Toronto,hour,18.0,-0.0115704358074315
Toronto,hour,19.0,-0.10327752797268364
Toronto,hour,12.0,0.00013361514035417253
Toronto,hour,17.0,0.048327381486593955
Toronto,hour,18.0,-0.022830111159100556
Toronto,hour,20.0,-0.11538370649555779
Toronto,hour,20.0,-0.17356282437185153
Toronto,hour,20.0,-0.14153809336035383
Toronto,hour,18.0,-0.06467363411610087
Toronto,hour,20.0,-0.15148198709136332
Toronto,hour,15.0,0.04357574704770304
Toronto,hour,22.0,-0.12855025653983856
Toronto,hour,8.0,-0.08790870868692034
Toronto,hour,9.0,-0.04291012278807043
Toronto,hour,13.0,-0.002963664150282288
Toronto,hour,14.0,0.04577370304078706
Toronto,hour,23.0,0.008369926322815309
Toronto,hour,13.0,0.018748759013712448
Toronto,hour,20.0,-0.15333250236134383
Toronto,hour,2.0,0.17621094967950185
Toronto,hour,10.0,0.0013814718626188982
Toronto,hour,16.0,0.04599218353412413
Toronto,hour,18.0,-0.0810774224088298
Toronto,hour,10.0,-0.002960419737324932
Toronto,hour,13.0,0.005923501201438797
Toronto,hour,16.0,0.033168697659642886
Toronto,hour,1.0,0.25906799779482725
Toronto,hour,15.0,0.005880248566466807
Toronto,hour,5.0,0.15359733149061136
Toronto,hour,15.0,0.036612464397514824
Toronto,hour,19.0,-0.13928346733703073
Toronto,hour,16.0,0.04533705137380891
Toronto,hour,4.0,0.2649670726709959
Toronto,hour,15.0,0.025056076818528457
Toronto,hour,2.0,0.2064835734147388
Toronto,hour,16.0,-0.004899514276864367
Toronto,hour,19.0,-0.1343213766810672
Toronto,hour,22.0,-0.06091364956071144
Toronto,hour,9.0,-0.016936639832630607
Toronto,hour,14.0,0.013536777076564354
Toronto,hour,22.0,-0.0946308817721968
Toronto,hour,4.0,0.17297390588876904
Toronto,hour,18.0,-0.09385550244947548
Toronto,hour,1.0,0.21430780036963584
Toronto,hour,17.0,0.033595486037467766
Toronto,hour,5.0,0.163505240767044
Toronto,hour,8.0,-0.12990233085504804
Toronto,hour,11.0,0.009720223632653058
Toronto,hour,17.0,0.014931078061030632
Toronto,hour,15.0,0.005880248566466807
Toronto,hour,17.0,-0.004872436856047769
Toronto,hour,22.0,-0.06091364956071144
Toronto,hour,23.0,0.030911166833480695
Toronto,hour,8.0,-0.07121306214724037
Toronto,hour,10.0,-0.014057518536383972
Toronto,hour,11.0,0.018939144115565777
Toronto,hour,8.0,-0.04863543516110399
Toronto,hour,10.0,0.004471995742452746
Toronto,hour,12.0,0.007385555242269345
Toronto,hour,21.0,-0.17362576070459573
Toronto,hour,0.0,0.12885535222276956
Toronto,hour,4.0,0.18920297450050483
Toronto,hour,15.0,0.034312217864269655
Toronto,hour,23.0,-0.003983465597956098
Toronto,hour,8.0,-0.1089197957375561
Toronto,hour,8.0,-0.09770885218424245
Toronto,hour,22.0,-0.1166835125640053
Toronto,hour,10.0,-0.001259073007684739
Toronto,hour,13.0,0.005923501201438797
Toronto,hour,13.0,-0.026109357882438997
Toronto,hour,13.0,-0.001325829697028277
Toronto,hour,9.0,-0.016936639832630607
Toronto,hour,9.0,0.011194950839142962
Toronto,hour,12.0,0.03014167563100692
Toronto,hour,13.0,0.01986948260164451
Toronto,hour,20.0,-0.17303833595427204
Toronto,hour,15.0,0.03682909984844369
Toronto,hour,0.0,0.20413693639790473
Toronto,hour,6.0,-0.10853879152913203
Toronto,hour,9.0,0.07158523648726672
Toronto,hour,15.0,0.04029671653147557
Toronto,hour,16.0,0.0424215779525978
Toronto,hour,18.0,-0.09539494303450456
Toronto,hour,18.0,-0.08959548305431059
Toronto,hour,7.0,-0.1261112272807615
Toronto,hour,9.0,-0.016191553268826476
Toronto,hour,10.0,0.030314695104762496
Toronto,hour,18.0,-0.10482219507378861
Toronto,hour,19.0,-0.1318247225580601
Toronto,hour,7.0,-0.09070144254374181
Toronto,hour,10.0,-0.005979954520066798
Toronto,hour,13.0,0.02192916956207538
Toronto,hour,13.0,0.0260474981279409
Toronto,hour,14.0,0.04400415429662533
Toronto,hour,18.0,-0.13249993580820202
Toronto,hour,4.0,0.31452532798912114
Toronto,hour,10.0,-0.05159698856962771
Toronto,hour,13.0,0.013427562209979042
Toronto,hour,13.0,0.010450850302121981
Toronto,hour,19.0,-0.15159980358380548
Toronto,hour,8.0,-0.051989256712331545
Toronto,hour,9.0,0.016636984527378395
Toronto,hour,9.0,0.038107443149872626
Toronto,hour,13.0,0.03487573739568689
Toronto,hour,7.0,-0.19522871836878689
Toronto,hour,0.0,0.16847298683078074
Toronto,hour,4.0,0.20223282470911455
Toronto,hour,12.0,0.021097846781014347
Toronto,hour,1.0,0.25505556727107936
Toronto,hour,5.0,0.14753177606662668
Toronto,hour,14.0,0.0417672079105063
Toronto,hour,17.0,-0.00012730958960516245
Toronto,hour,20.0,-0.1437453813020507
Toronto,hour,10.0,0.0132479491463626
Toronto,hour,14.0,0.03928945929356733
Toronto,hour,20.0,-0.16625457818430073
Toronto,hour,0.0,0.16571443593391066
Toronto,hour,9.0,0.00410777890748861
Toronto,hour,23.0,-0.001671690280982598
Toronto,hour,11.0,0.031155068006084065
Toronto,hour,19.0,-0.10465321720872658
Toronto,hour,21.0,-0.17154236985191976
Toronto,hour,0.0,0.1904479421614351
Toronto,hour,9.0,0.0041087595203353824
Toronto,hour,15.0,0.026808604526348076
Toronto,hour,16.0,0.005735301553596137
Toronto,hour,5.0,0.15411930292404724
Toronto,hour,7.0,-0.2285719061805087
Toronto,hour,11.0,0.027496128527113164
Toronto,hour,13.0,-0.011189103658650225
Toronto,hour,23.0,0.022895619699077163
Toronto,hour,15.0,0.03481808765429095
Toronto,hour,16.0,-0.040597347393180175
Toronto,hour,17.0,0.001326042629565718
Toronto,hour,18.0,-0.07669500625732853
Toronto,hour,15.0,0.0417277142729685
Toronto,hour,18.0,-0.10612349574742572
Toronto,hour,21.0,-0.19258692407632175
Toronto,hour,23.0,-0.001671690280982598
Toronto,hour,2.0,0.21578861797615517
Toronto,hour,1.0,0.22124878201965353
Toronto,hour,19.0,-0.16879830944228852
Toronto,hour,23.0,0.0021928395783417354
Toronto,hour,23.0,-0.020770652479456225
Toronto,hour,11.0,0.011600358998111397
Toronto,hour,16.0,0.010313322384749007
Toronto,hour,20.0,-0.21797468131083933
Toronto,hour,21.0,-0.18424760187915476
Toronto,hour,0.0,0.35226466524823347
Toronto,hour,2.0,0.3575836241591192
Toronto,hour,5.0,0.09621955890715894
Toronto,hour,3.0,0.26873782876166513
Toronto,hour,6.0,-0.07159339083988406
Toronto,hour,7.0,-0.20904019789913664
Toronto,hour,12.0,-0.0010435628232298823
Toronto,hour,13.0,0.03142257729751244
Toronto,hour,17.0,-0.016798188168739254
Toronto,hour,20.0,-0.16189027185871196
Toronto,hour,22.0,-0.1323590883850188
Toronto,hour,5.0,0.13893877249728326
Toronto,hour,9.0,0.016636984527378395
Toronto,hour,12.0,0.01227788889739966
Toronto,hour,16.0,0.02412409846857564
Toronto,hour,19.0,-0.18883729181584874
Toronto,hour,1.0,0.14292902925605291
Toronto,hour,7.0,-0.19522871836878689
Toronto,hour,8.0,-0.05705533372850435
Toronto,hour,8.0,-0.08083785880628751
Toronto,hour,23.0,-0.0023225414844016547
Toronto,hour,14.0,0.050118360009441
Toronto,hour,16.0,0.018044043176292344
Toronto,hour,18.0,-0.09539494303450456
Toronto,hour,2.0,0.2625493579856303
Toronto,hour,4.0,0.22143781466876555
Toronto,hour,5.0,0.14753177606662668
Toronto,hour,16.0,0.02812580309473756
Toronto,hour,19.0,-0.17762733686700122
Toronto,hour,21.0,-0.16164637652736602
Toronto,hour,22.0,-0.13220608460237981
Toronto,hour,16.0,0.0155153923920684
Toronto,hour,6.0,-0.14766769735399246
Toronto,hour,8.0,-0.12700440933462184
Toronto,hour,9.0,-0.05343036280014625
Toronto,hour,11.0,-0.02942970472615119
Toronto,hour,20.0,-0.12733557994073116
Toronto,hour,22.0,-0.060005421224202125
Toronto,hour,0.0,0.29682538152322213
Toronto,hour,1.0,0.2958713609064607
Toronto,hour,3.0,0.2976865095902609
Toronto,hour,11.0,0.00858179266004681
Toronto,hour,11.0,0.03143746076740836
Toronto,hour,11.0,0.020074782448687083
Toronto,hour,12.0,0.008614602652523553
Toronto,hour,15.0,0.027684142104653132
Toronto,hour,13.0,0.036608276195157295
Toronto,hour,1.0,0.1501160891972231
Toronto,hour,7.0,-0.11688352547984207
Toronto,hour,17.0,0.0009947709780967168
Toronto,hour,18.0,-0.07465234962255735
Toronto,hour,22.0,-0.0927555713622906
Toronto,hour,3.0,0.24064026177859768
Toronto,hour,8.0,-0.07654907818762417
Toronto,hour,17.0,-0.0035565809138115045
Toronto,hour,5.0,0.20658824872291215
Toronto,hour,16.0,0.009762668285434775
Toronto,hour,16.0,0.03584446662721548
Toronto,hour,21.0,-0.18640902535006526
Toronto,hour,3.0,0.3283058343049593
Toronto,hour,3.0,0.3260059778284893
Toronto,hour,4.0,0.30125880712803005
Toronto,hour,5.0,0.14984051268950246
Toronto,hour,9.0,-0.0748687523623767
Toronto,hour,14.0,0.0379778495535358
Toronto,hour,18.0,-0.10256220044338894
Toronto,hour,23.0,0.013229221502565247
Toronto,hour,6.0,0.019562451749185736
Toronto,hour,11.0,0.034316801142383876
Toronto,hour,7.0,-0.11688352547984207
Toronto,hour,10.0,0.02913707742996552
Toronto,hour,14.0,0.0490026321849689
Toronto,hour,18.0,-0.12536498936618165
Toronto,hour,20.0,-0.17164643237904073
Toronto,hour,6.0,-0.010612104918804129
Toronto,hour,13.0,0.032894964433679466
Toronto,hour,11.0,0.02556372931076125
Toronto,hour,11.0,0.07237194321384567
Toronto,hour,17.0,0.000948503159456137
Toronto,hour,22.0,-0.07083608526983111
Toronto,hour,14.0,0.023539601256786252
Toronto,hour,3.0,0.3001141670560058
Toronto,hour,7.0,-0.25344631802078776
Toronto,hour,19.0,-0.11606006986189556
Toronto,hour,21.0,-0.15968814385137614
Toronto,hour,9.0,-0.011868696064654556
Toronto,hour,14.0,0.0256649797291223
Toronto,hour,17.0,-0.01569745886904514
Toronto,hour,1.0,0.15044534368481266
Toronto,hour,7.0,-0.05463828814522241
Toronto,hour,12.0,0.024713512343548977
Toronto,hour,23.0,0.015846963666300083
Toronto,hour,5.0,0.07903603291953838
Toronto,hour,7.0,-0.21223939796374353
Toronto,hour,10.0,0.02913707742996552
Toronto,hour,11.0,0.0486412900951284
Toronto,hour,16.0,0.024319195291162082
Toronto,hour,2.0,0.2546054250694237
Toronto,hour,9.0,0.0099265933008426
Toronto,hour,10.0,0.03613150864818999
Toronto,hour,14.0,0.04068825271505825
Toronto,hour,21.0,-0.18451667223608362
Toronto,hour,11.0,0.014889859264397266
Toronto,hour,17.0,-0.0035565809138115045
Toronto,hour,21.0,-0.16838967767483715
Toronto,hour,22.0,-0.07083608526983111
Toronto,hour,4.0,0.26494896199604767
Toronto,hour,9.0,-0.012743842296325018
Toronto,hour,14.0,0.031078366365557508
Toronto,hour,14.0,0.04691916645529502
Toronto,hour,22.0,-0.08682916267599261
Toronto,hour,12.0,-0.04962432461627889
Toronto,hour,16.0,0.021086758229998212
Toronto,hour,3.0,0.2976865095902609
Toronto,hour,8.0,-0.13978675014813546
Toronto,hour,9.0,-0.002677859759525957
Toronto,hour,16.0,0.004964082256259356
Toronto,hour,9.0,-0.00535980152153207
Toronto,hour,15.0,0.051515828538968134
Toronto,hour,17.0,0.022035234010604733
Toronto,hour,20.0,-0.17164643237904073
Toronto,hour,23.0,-0.0020679264139217496
Toronto,hour,15.0,0.048331158811031366
Toronto,hour,16.0,0.024107318680975008
Toronto,hour,16.0,0.045377833348877614
Toronto,hour,19.0,-0.16136093938145188
Toronto,hour,9.0,-0.016017746815493315
Toronto,hour,14.0,0.031078366365557508
Toronto,hour,17.0,-0.018219349047433813
Toronto,hour,19.0,-0.14945963057748946
Toronto,hour,12.0,-0.04583896493340143
Toronto,hour,7.0,-0.11702262947651623
Toronto,hour,17.0,-0.01594852060082228
Toronto,hour,2.0,0.21886919449767234
Toronto,hour,2.0,0.2087782443776442
Toronto,hour,17.0,0.007462962917453305
Toronto,hour,23.0,-0.00749966893573394
Toronto,hour,4.0,0.10798149688491625
Toronto,hour,16.0,0.0413579738012748
Toronto,hour,20.0,-0.1728716928611518
Toronto,hour,0.0,0.23669541081409667
Toronto,hour,2.0,0.21400127800958385
Toronto,hour,7.0,-0.23900542538996203
Toronto,hour,17.0,0.0039742736918913285
Toronto,hour,19.0,-0.15084328944122272
Toronto,hour,21.0,-0.21822638968954391
Toronto,hour,10.0,-0.0533097110483379
Toronto,hour,13.0,0.06562262770874402
Toronto,hour,20.0,-0.16096353778058403
Toronto,hour,23.0,0.0039024803722579986
Toronto,hour,5.0,0.08373274175826483
Toronto,hour,14.0,0.06054991926473981
Toronto,hour,16.0,0.027995902827826952
Toronto,hour,18.0,-0.10090336615560772
Toronto,hour,3.0,0.1958013486524085
Toronto,hour,7.0,-0.20650174718146824
Toronto,hour,9.0,0.07610021619739205
Toronto,hour,11.0,0.04301140584516744
Toronto,hour,11.0,0.053036803293441195
Toronto,hour,19.0,-0.14223222912890598
Toronto,hour,7.0,-0.14461395488283815
Toronto,hour,10.0,0.036147900538544414
Toronto,hour,13.0,0.04166137317194056
Toronto,hour,2.0,0.23099170823653736
Toronto,hour,5.0,0.12054026948495962
Toronto,hour,8.0,-0.0900875908019206
Toronto,hour,12.0,0.02668595998344661
Toronto,hour,13.0,0.03194684867307882
Toronto,hour,9.0,-0.012524343998094508
Toronto,hour,20.0,-0.20832737980375274
Toronto,hour,6.0,-0.14183415600391472
Toronto,hour,19.0,-0.12239723776485423
Toronto,hour,6.0,0.042385973911942786
Toronto,hour,13.0,0.03295898418752271
Toronto,hour,13.0,0.013535689083722914
Toronto,hour,15.0,0.026596142628531317
Toronto,hour,15.0,0.06002872086613239
Toronto,hour,9.0,0.02486511690981759
Toronto,hour,12.0,0.015754058986178425
Toronto,hour,14.0,0.04693200294253131
Toronto,hour,19.0,-0.1867931871399668
Toronto,hour,21.0,-0.215506821267932
Toronto,hour,17.0,0.015521185444399588
Toronto,hour,17.0,0.029545101176241543
Toronto,hour,23.0,-0.008226268231435645
Toronto,hour,12.0,0.02475797598977005
Toronto,hour,14.0,0.0355621069039498
Toronto,hour,20.0,-0.1728716928611518
Toronto,hour,3.0,0.20233812768576398
Toronto,hour,4.0,0.18201229030741653
Toronto,hour,15.0,0.054100258767072924
Toronto,hour,15.0,0.07145023226371962
Toronto,hour,18.0,-0.08460792109233062
Toronto,hour,19.0,-0.15439303633261484
Toronto,hour,21.0,-0.1673221022584923
Toronto,hour,1.0,0.27770398005082825
Toronto,hour,19.0,-0.21008024739580264
Toronto,hour,2.0,0.3176507733966853
Toronto,hour,11.0,-0.05241564614862418
Toronto,hour,15.0,0.0420340441118828
Toronto,hour,19.0,-0.11732803481100683
Toronto,hour,21.0,-0.13345827357186102
Toronto,hour,0.0,0.26986885343787764
Toronto,hour,14.0,0.02516654978956585
Toronto,hour,17.0,-0.013969335286006444
Toronto,hour,18.0,-0.12152552008544068
Toronto,hour,10.0,0.03923036686547241
Toronto,hour,13.0,0.036853501559048096
Toronto,hour,13.0,0.05092683651525353
Toronto,hour,0.0,0.2496642207073063
Toronto,hour,13.0,0.03357802805343657
Toronto,hour,15.0,0.0588875208815492
Toronto,hour,20.0,-0.17176702560661583
Toronto,hour,10.0,0.008677714662797374
Toronto,hour,10.0,0.048311448001420024
Toronto,hour,15.0,0.08234547004963602
Toronto,hour,0.0,0.14771270940080175
Toronto,hour,1.0,0.20570328800884494
Toronto,hour,9.0,0.06652676941165796
Toronto,hour,16.0,0.02492463835660235
Toronto,hour,18.0,-0.08894443388950209
Toronto,hour,23.0,-0.006084594727535113
Toronto,hour,0.0,0.2156734549465107
Toronto,hour,3.0,0.22997450783643128
Toronto,hour,17.0,-0.001333000905464632
Toronto,hour,18.0,-0.05630044017341292
Toronto,hour,18.0,-0.043708665259208836
Toronto,hour,6.0,-0.0656273184396858
Toronto,hour,10.0,0.009816052923053941
Toronto,hour,11.0,0.0032706613133335425
Toronto,hour,16.0,0.021400501181093226
Toronto,hour,16.0,0.03500999779963374
Toronto,hour,19.0,-0.0934864238959263
Toronto,hour,9.0,0.0068080417399967565
Toronto,hour,11.0,0.013883493518951278
Toronto,hour,12.0,0.03401845060085752
Toronto,hour,23.0,-0.004146518390356129
Toronto,hour,13.0,0.043434914916004916
Toronto,hour,14.0,0.044842925763214116
Toronto,hour,18.0,-0.10024931488171043
Toronto,hour,12.0,0.02540598895470038
Toronto,hour,17.0,0.014319746768244055
Toronto,hour,17.0,0.04401784882105094
Toronto,hour,21.0,-0.1550744940416842
Toronto,hour,3.0,0.19092752594958398
Toronto,hour,10.0,0.02402853218446844
Toronto,hour,10.0,0.03660926245152402
Toronto,hour,23.0,0.026792491098313814
Toronto,hour,16.0,0.05495536798530328
Toronto,hour,17.0,0.008423635688342389
Toronto,hour,16.0,0.04180439555807441
Toronto,hour,23.0,0.02203677169556804
Toronto,hour,15.0,0.0862615889082367
Toronto,hour,23.0,0.015464549018966257
Toronto,hour,7.0,-0.16611000336887272
Toronto,hour,7.0,-0.23031825156790608
Toronto,hour,10.0,0.012393855288669575
Toronto,hour,12.0,0.031753267756536405
Toronto,hour,14.0,0.06801022742364907
Toronto,hour,23.0,0.02120640510673365
Toronto,hour,1.0,0.16575379213394334
Toronto,hour,11.0,0.03528141803366667
Toronto,hour,12.0,0.01916970709887128
Toronto,hour,13.0,0.04922450766797755
Toronto,hour,15.0,0.06450683754573919
Toronto,hour,20.0,0.02819029362305068
Toronto,hour,17.0,0.014319746768244055
Toronto,hour,18.0,-0.08034585630779276
Toronto,hour,14.0,0.05929232331168168
Toronto,hour,12.0,0.013809530790677985
Toronto,hour,12.0,0.024779792048346284
Toronto,hour,16.0,0.03850037115991888
Toronto,hour,9.0,-0.008005014556327695
Toronto,hour,13.0,0.03281971437218209
Toronto,hour,15.0,0.04718712069255306
Toronto,hour,6.0,-0.010300773485281071
Toronto,hour,15.0,0.06728402161491498
Toronto,hour,21.0,-0.15787204709294916
Toronto,hour,8.0,-0.11451259511584344
Toronto,hour,13.0,0.040192960736292346
Toronto,hour,15.0,0.06192601297439026
Toronto,hour,17.0,0.029229449336728112
Toronto,hour,17.0,0.017999283938366112
Toronto,hour,8.0,-0.14894670612574842
Toronto,hour,14.0,0.051232443269438696
Toronto,hour,14.0,0.08088567709252889
Toronto,hour,16.0,0.04409538874188911
Toronto,hour,22.0,-0.05340262001158567
Toronto,hour,4.0,0.2143590114660574
Toronto,hour,8.0,-0.15667399920220676
Toronto,hour,9.0,-0.004592522569461542
Toronto,hour,11.0,0.02088262003015635
Toronto,hour,17.0,0.013851397924361396
Toronto,hour,21.0,-0.15004945851399187
Toronto,hour,21.0,-0.1703633433550596
Toronto,hour,22.0,-0.12492507982508991
Toronto,hour,0.0,0.23050052348822708
Toronto,hour,5.0,0.14062608952754116
Toronto,hour,8.0,-0.16442603725377533
Toronto,hour,17.0,0.011463534122352346
Toronto,hour,18.0,-0.12081621496210561
Toronto,hour,13.0,0.03909474823763897
Toronto,hour,19.0,-0.13484969538489774
Toronto,hour,19.0,-0.15437784436039018
Toronto,hour,20.0,-0.18542498585637385
Toronto,hour,21.0,-0.15432249161883663
Toronto,hour,21.0,-0.18024846819989324
Toronto,hour,2.0,0.17388394557113385
Toronto,hour,6.0,-0.14198345718228306
Toronto,hour,16.0,0.03387736306803835
Toronto,hour,19.0,-0.13096286455761508
Toronto,hour,3.0,0.1822642517807988
Toronto,hour,12.0,0.07746947010545473
Toronto,hour,17.0,0.029229449336728112
Toronto,hour,15.0,0.05119951877353732
Toronto,hour,23.0,0.026792491098313814
Toronto,hour,22.0,-0.05594486962274245
Toronto,hour,22.0,-0.06721566884221848
Toronto,hour,22.0,-0.10380260641275905
Toronto,hour,22.0,-0.0552249978469917
Toronto,hour,23.0,0.03569850135513854
Toronto,hour,10.0,-0.0576810187287924
Toronto,hour,12.0,-0.038806272493778174
Toronto,hour,14.0,0.049351885365870776
Toronto,hour,16.0,0.04180439555807441
Toronto,hour,23.0,0.02203677169556804
Toronto,hour,1.0,0.24228797157127566
Toronto,hour,2.0,0.24550922002406614
Toronto,hour,4.0,0.23639693447118526
Toronto,hour,8.0,-0.08049297310898039
Toronto,hour,11.0,0.021827187398817855
Toronto,hour,13.0,0.08500092018184545
Toronto,hour,15.0,0.04718712069255306
Toronto,hour,18.0,-0.09403112440002918
Toronto,hour,7.0,-0.16611000336887272
Toronto,hour,8.0,-0.10894456918724757
Toronto,hour,13.0,0.04145633056623404
Toronto,hour,14.0,0.07699196698547335
Toronto,hour,14.0,0.07293535315500288
Toronto,hour,17.0,0.015047963191709196
Toronto,hour,23.0,-0.06143356081209956
Toronto,hour,13.0,0.040824754398583206
Toronto,hour,15.0,0.049951892245636856
Toronto,hour,22.0,-0.09767077262476342
Toronto,hour,11.0,0.027867476012006048
Toronto,hour,11.0,0.04659239373903776
Toronto,hour,16.0,0.04746376200851765
Toronto,hour,18.0,-0.08758608546808579
Toronto,hour,18.0,-0.06159457090305051
Toronto,hour,18.0,-0.047729117058287626
Toronto,hour,15.0,0.059848968352345676
Toronto,hour,17.0,0.010993226549321321
Toronto,hour,20.0,-0.11757694750655989
Toronto,hour,21.0,-0.16775739908003762
Toronto,hour,22.0,-0.042396543278130853
